Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
ARFGEF3	188688363.494932	33524973.5894374
TELO2	1142328572.8109	306206541.374579
TRAM1	694910257.80242	25459082.0288407
NUP98	56006243.5991098	265195636.049023
ABHD2	65287313.0072746	97143485.4084548
KANK2	579457295.928499	135698124.880351
PSMB4	1112779082.10492	31545907916.325
CHD3	14187392.8790297	37706490.4849925
PDIA3	164667777.351435	423385087.467323
CTR9	440064567.209768	282019672.363603
BSG	469923862.305572	5506396019.59342
EIF4A2	0	8523706.27470821
PARP4	813323268.618241	154447330.034098
HMMR	104868456.586667	1139285997.96355
SUPT6H	208880129.712812	553905170.807681
ENC1	1329570510.63189	496047072.961909
DNAJA1	1303619923.29298	26079769.3074022
HNRNPC	54593648.8662007	960377859.568893
DOCK2	22267418.181843	122710662.499021
0	142265986.290814	282191905.415798
PGAP1	36098883.5461785	10506654.0149638
RDX	414978810.290919	133539909.032367
EP300	450600105.983603	375258059.787313
JUP	398941033.709704	9109439.03955489
RAN	253022979.332789	57929364.1713928
RALGAPB	158538522.478764	1806629211.7819
SPTLC1	340682467.286706	405594575.729016
PIK3CD	2450825.95066045	18209124.1928637
SEC24D	84531530.6793484	34742334.7548586
GNB1	8999848.45773589	264341585.822803
TBK1	137133336.997303	30857429.7599182
OSBPL9	37027823.365954	2386359747.96576
FBXL5	265196401.502371	831256672.059255
IPO5	36958237.8266578	539127570.753805
LAMB1	32478772.093257	801946746.254782
POLD1	11942071.8985924	170902143.727297
SEPTIN11	587579882.224497	1286556042.26925
HSD17B4	2876678454.95421	101406167.952929
ILF2	278208873.983904	830754041.575147
MTR	2266192130.8888	259564344.361721
KALRN	1693284.64336717	2203595.90186124
TAP1	447240999.5555	6214344.59770199
ZC3HAV1	157453293.548613	142811236.982682
VPS35	134834881.867845	700475372.46011
LRPPRC	78036013.7318154	47143724.6472752
LRBA	48970711.4644233	385727430.099058
HNRNPR	124393436.591801	230366105.678636
WDFY3	52077733.2681552	196939128.078153
FNIP1	49708600.6207441	648808155.43358
ROCK1	8472981.68468848	87282616.9226544
0	32379527.7316174	143051870.770596
EXOC2	0	776771598.356336
OGA	6225086776.04379	359552205.600528
PSMB8	1051548709.04224	29663753.0588086
EIF3I	492998983.58392	129989154.695139
SMPD4	35767791.6964329	2517865396.68511
GYS1	12181200.8787749	101465494.986264
PPP1CB	401294861.233465	977444687.044352
RPL23A	1168719259.6647	716114614.676305
DENND5A	75710586.4110157	158528151.369282
EPG5	35700507.3182504	204712440.898344
OS9	295010915.52541	168561815.526065
YTHDF2	613755040.254902	24036401.4608567
IDO1	71254329.3310667	11197821.5286695
SMARCA2	0	5013323.1484999
RUVBL2	8247852849.66932	1016159213.63585
INF2	50092647.2997247	442743642.128334
PSMD4	6415435263.38202	611168088.477683
ZNF217	144063828.754914	253379295.838253
CUL3	299099466.277112	111415471.830526
FERMT2	803739.505316114	1126768910.46818
SUPT16H	206341422.476481	1013487848.64549
LRSAM1	168432017.699724	312404715.909253
EXOC6B	997337.347544237	291603250.963882
SPECC1L	1748653216.9202	480924899.323515
CTNND1	157821739.652483	258997048.439182
RPL17	36638935.8414654	152008997.644316
S100A8	30137060.1268393	30304896.4142441
SCAF11	259923135.016731	762990166.459886
RINT1	3038943028.96768	66384836.9144567
ADAM10	2347387920.2541	99367864.5352935
GGCX	171419316.764494	18024911.8462537
G6PD	53152262.7181829	26584287.2517534
TRANK1	2037668.61334017	9147791.50165088
MTMR6	34855618.9702884	25084295.0768226
LBR	590354694.256649	308734369.973812
ZMYM4	21431279.8291523	191564587.974652
DDX17	31163654.6749894	9874497.73577949
XAB2	178431244.12879	699253283.719484
KIF11	52623323.840859	358356768.052742
RPL38	250475659.58894	365244196.366128
USP32	474894964.490199	183127699.354523
TRAPPC4	6596755018.282	4447904061.14489
GMPS	387619198.463082	116610673.463099
DHCR24	215250979.167581	1089869850.47333
RASAL2	169906293.266194	1810978120.62256
DPYSL3	27347275.3650454	145816853.147898
PRRC2B	308547463.76389	183725491.260265
SYNM	299305361.100932	37928641.6747159
CD109	162002342.712493	482678785.924563
EIF2A	1941321474.79095	10427744.5929446
HNRNPF	536380468.537184	103854938.055991
PRKAA1	430257980.337044	30836871.3582759
ANK3	158006720.915188	36315705.3834045
RBMX	1319445587.74639	14636739.5320388
EIF3E	3344897608.46922	350246167.235071
GDF15	6322341346.12653	40484695.9894482
GNAS	4435367.73861939	63442942.3939912
DHX57	4124648.25313623	782360717.441927
RPL4	152294136.981269	188823067.479483
GUSB	53000791.22332	164948545.612889
DNAJC7	115183775.073651	10285233944.8757
SRP68	127870118.748139	130755794.006678
KIF5B	16723751.3617023	519200288.185022
UBA7	11354745.6382352	116294979.075223
H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8	286772073.818647	89231467.9078885
H3C13; H3C14; H3C15	20913235.3752625	113939613.964252
GGH	238847673.343272	218737228.085339
RRBP1	124938841.031121	271570685.13181
ATP6V1A	28886669.9906241	232708580.034315
ASH1L	362405573.843996	178438089.856091
ESYT2	4353323.37470034	245476583.479017
TTC21B	204952635.794845	182806698.916917
IPP	96432413.4323837	152216448.979381
TEX10	9099086.47200577	141602411.904442
ACTL6A	21498141.5618728	411550325.097773
PRPF31	19573865.8439428	12968662148.1409
AP5Z1	44428251.1201549	279780611.112769
DDX11L8	174875338.753207	520958160.057904
HELZ	149445230.766935	15220891.0267258
STK17A	70922955.8232667	241821299.412474
KDM3B	318776241.128065	99938890.713315
PRPF19	5905772.4416265	689103731.58689
STRAP	31633423.7767522	954931580.970246
CDH13	1339570647.47112	150942643.001112
CSDE1	466099138.543508	39045902.2373292
H4C1; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9	24237669.3795474	385083790.678432
HERC2	30617685.8039464	121823454.642242
SYVN1	5897214.14024524	72531765.535776
KLHL7	207981046.890604	167896239.642316
PDE4DIP	2968960.87128396	119905651.318566
ARF1	324319.339926722	0
SLC7A1	75079868.4152213	85758726.8759964
PREX1	99663173.1589703	93996704.2585331
CSTF3	528431072.2455	77292809.3063314
MTX1	567021928.450518	646777860.445735
KLHL9	0	69908971.6555462
RPL10	623283189.841811	236676095.715966
USP48	16773022.5054206	557621904.722137
PLOD3	10443496608.3786	369971809.559485
EFR3A	86665816.4648745	651933427.362586
NBEAL1	7868136.41546864	79499085.5387211
TANC1	1181379.36599119	239291778.921699
USP10	229043899.972309	341748842.952139
AHCY	16234925.5715187	163394660.142907
MTCL1	23737581.5672736	858834480.444443
MEF2D	90685303.5247169	2289817462.42052
NAA20	11244884401.3885	359371620.165377
RB1	51082743.8952398	480399683.708409
AKR1C3	357244045.98046	77770275.7219989
BRIX1	318777681.65754	180487781.176259
HERC4	411349972.583419	587281366.223341
HERPUD1	4167188345.11076	1111493190.14914
RAVER1	2107505275.28301	19605091.0979745
SZT2	202639209.56244	99284026.6021727
ASXL1	112898903.721913	384799567.680023
KIF20B	412823398.922862	594670889.087245
MCM2	38547022.6427477	182906089.362057
WDR26	10314839.2154103	225051322.633123
FKBP4	158481440.955839	28293047.0893981
EHD2	865721482.591684	293258361.046536
HSPD1	86697641.313285	26205778.6140949
TUFM	132361744.954416	212367480.166973
AGPS	258234659.30642	18088800.0119443
RBBP4	4158820.89242815	184552505.44735
CTNNA2	0	22662585.139729
LIMCH1	161878796.785473	986596590.144691
HSPA4L	447917.334287334	16523802.8872534
ACTR10	432062461.237192	39719070.3203036
KIF1A	758083642.729616	18890259.7314489
SARS1	16292135.468716	83034876.9176843
CDC23	1038413357.77551	107124026.603824
ESYT1	322635414.780857	194596344.692379
BRCA2	210815137.724384	274725840.667944
GNAI3	15158932.1794185	79339568.6301889
MYO18A	32201706.5081953	686131625.242408
RBPJ	581517955.080724	29404418.5417007
ARHGAP35	722582954.5641	1142974760.99942
KIF20A	128995317.734861	171358059.052485
MYH14	559750600.855955	0
HSPA1L	0	0
TAF2	338617773.606995	102916407.189546
WLS	283692768.893127	141426340.071362
IFT122	265026842.642758	20996282.4220777
TNKS	1150259041.97164	84813006.2450158
POLR3C	46005397.1622382	153016413.697944
TEP1	184824577.264245	150677078.087756
PPFIBP1	448634494.143944	283184515.543704
KIAA1217	67202830.9816104	47671581.3755196
0	43000522.5044379	507341128.588205
NAV1	276291669.923966	108511675.321674
FLOT1	8193840.16616457	676046388.208817
PSMD3	78919128.2189978	74578161.2791139
TMEM209	637075466.252216	273228346.989163
IFIT5	93481729.9724376	229342832.532783
ATP6AP2	1988967328.829	720928943.906
FDFT1	5795323.97726455	489125757.45052
STAU1	389026182.152233	5588382552.22449
HMCN1	44501489.3961854	31039038.4353653
PABPC4	58255992.7741095	117095309.293364
HEXB	1496151346.23118	1355041584.12944
SETD2	89894370.3545285	494188757.091705
EPAS1	3948526474.78268	200409693.712111
NPC1	9427768.18646907	369612677.418496
CDR2	357443669.561874	428399737.122998
EPHB2	26346867.0019007	347302942.893645
SELENOF	16838434.694199	4412980641.35115
NUDC	1197741.13547357	1994169503.4778
ATF6	399394175.734906	62698970.5050245
PPP2R2A	81862689.1852759	291387282.26746
RPL15	35280040.1593541	100083503.198121
MTCH1	565618133.549198	93889877.772319
RBM14	550416448.941807	40308776.268809
MAGEA1	2622170.87313221	5775666024.10272
IPO9	481889965.491274	179488059.978769
MAT2A	109398981.402257	284037701.753498
TTLL4	20919035.1488284	11083214.2046803
KMT2A	44741882.778113	132841663.737774
CTNNAL1	48302527.8322007	229400729.37609
BCAR3	356841951.33873	456224155.729185
APC	287848192.056811	68654247.4364398
ARHGAP29	234523697.480873	409208682.500414
CDK5RAP3	361281091.516921	218963669.126777
UQCRC2	966275406.324358	7874170.89933975
HMGCR	931450503.65852	874132742.407892
BOP1	530754561.059056	280002891.800077
PMPCA	299757.041964875	296693646.968796
DIP2C	154193327.186065	81204296.8665181
TRIM24	352530091.233672	592834433.909905
UBTF	165662503.51798	27676418.9941429
GFPT1	19436031337.1504	17757608.3381838
PIGK	236714367.726624	73904226.4487931
HECTD4	55527782.7752674	58135491.2080737
HECTD3	20756160.809654	255361780.104996
TOP1	12202064.5812905	333421174.313768
AFF1	120150698.151688	129862296.309657
0	1598936258.01218	44592830.2735016
KPNB1	14236766.2225742	60152940.4108475
TMX2	2680013181.93518	1898636955.05591
TOPBP1	27351034.1962282	75418276.2441637
CEP350	156180191.555695	106756200.65568
SDF4	1349519823.64091	25610700.6172549
ANKLE2	204591539.602884	965016488.693875
FLG2	65351459.4231969	159962258.212482
LLGL1	150013103.077259	83450079.10013
NUP107	139187609.970419	1000598922.40474
0	0	104816926.405294
HERC3	64740042.1809963	66296042.7956602
ARMC9	26426988.8252021	367339056.479408
FADS3	636393.856136788	2463631.65273281
PPME1	122537788.585173	75315996.1383218
SKP1	3172944.59289574	2302140416.20712
MED24	163106666.016153	892702359.132673
CUL9	127766718.843956	123437093.907285
KIFAP3	54764311.3241663	4773564.2950304
FNTA	40210489.3252996	214958015.788297
ARF3	216724105.286872	1691654906.19633
TSEN34	632353669.129396	354581367.572695
SRRM2	744015105.125271	41493199.2617165
CALD1	126191104.6172	75778458.5706471
KIF14	240491428.72218	58712529.5290483
CCDC88A	207579419.42758	65465431.4254384
PAICS	2147133.45849863	703332226.838441
CYFIP2	5002608.88219097	9596777.844395
TRIM25	914030916.728848	32108260.470381
DOCK6	168619289.313237	32155354.7757591
TBCE	975420393.940924	81795719.2720767
CHST14	994680877.648095	789734436.431652
UBE2E3	1435694614.33398	3222166386.59616
SMC5	170515640.568417	36257570.8498307
ZMYM3	175550603.319368	162113646.998001
NUF2	59464329.1042012	311620628.097959
IFT140	120428783.333242	72829369.3973098
FEN1	29384467.5986895	616610006.17808
USP33	21380847.2167234	158700694.672877
CRYBG3	12611154.4634053	35740000.5354265
TYK2	80740339.3337844	88053721.6450835
CNOT8	2268434.60812731	207186662.557224
APP	47890899.4543748	2443485060.39652
PSAT1	915407704.34072	43521061.3333536
IPO11	519410538.976836	276340997.70849
HBA1; HBA2	68789403.5916859	450022552.715631
ATP13A3	438456375.72392	230250064.500024
LAMB2	123321732.475329	119389509.448681
FBN1	1827405644.36676	2067234.08938812
RBM26	21204165.8181588	1144355011.9598
ANKZF1	174923533.208311	46861956.7749462
RPS10	70044597.4257165	596316968.34469
CDKAL1	6773691.91619323	193114694.145937
ANAPC1	1095801736.34079	562720102.766381
ARHGEF1	2111219022.62406	57598834.9042896
USO1	8066116.21333186	103441461.955568
DIP2A	298792757.850182	1246012771.37775
VPS39	34820184.7463327	593519248.548357
CSTA	45830627.7164204	123185129.076827
PFKFB4	71667375.6099231	551888577.543634
INA	0	0
AMOTL1	230321921.311295	96042822.3409036
OSBPL5	25176266.3992894	332438569.982945
CRNKL1	1010604561.85875	797026402.355281
PSME3	92772039.1683782	1174697704.30161
GNAI1	49028692.8099463	127361987.85615
PTBP2	110153448.716785	83491294.1920492
HGS	266002563.047589	7346346.07260302
OFD1	36175694.8445305	40925973.5728384
KMT2C	1312749266.65465	73025142.8419784
CARM1	155880874.688493	131779667.792636
LMNB1	9627944.00929167	295248255.151584
CAV1	22905820.3693917	48237277521.9106
IFI44	159338366.875455	216169478.791031
CHCHD2	24900973142.6394	685279203.275617
KEAP1	40767611.7212832	347328771.787933
SPART	57036993.4625507	362772937.570171
EXOSC10	167848430.73895	282787731.076129
DIP2B	289134715.32746	62021477.3515353
MYLK	74098044.276089	52482948.1785599
ZNF638	141380360.215508	56613368.5695717
MGRN1	730360919.394085	32617145.164578
PUF60	114255328.86878	1202809172.95484
AZIN1	104777746.149011	875950511.919981
KPNA6	193776487.120862	34777066199.6923
GPNMB	630796170.634435	665938811.483365
NR3C1	70070452.6713645	110702406.048923
CUX1	250580987.559258	53990687.2984871
QKI	247042142.918535	333979093.211895
TENM4	13443124.4087416	1015412.89203386
CNTNAP1	1153007897.62217	388558701.329339
ASAP2	8992897.86983019	85355980.086616
SYNCRIP	8468028.94296328	18064025.0365666
FANCA	249326654.869595	43408759.5381269
SMARCAD1	48936270.4681619	20416766.4412775
STXBP3	260362880.877671	938168915.236588
CHD1	742141863.008325	370659066.619707
WDR18	822361741.582861	317092233.178935
MAU2	13969374.4859942	424250204.626971
PPP6C	49906876.5128208	3864431770.21824
TMED4	129239621.41769	199163316.820562
EDRF1	166391647.730214	129259901.193695
ALG13	20252610.2685828	5503113.16267968
IFT81	7238972.3901733	1054816762.70845
EIF3H	25568792.1678936	1286766106.2156
GAPVD1	407989965.383471	77836346.5215199
PHIP	100696245.31424	3767483.62339235
FKBP15	1078538.37667393	59886325.8422903
FOXK1	393145461.536625	264339013.471274
INTS8	190758100.083021	180994441.161586
DMXL2	428408425.153518	14523778.2708192
EPB41L2	212107780.802849	965945910.338969
LARP1	14446667.6663989	503662238.153659
SMC2	119430278.150263	660297022.047472
EDEM1	6384558.01801484	6970467.14772455
KTN1	227770695.715503	84397659.8810825
CYP51A1	2386009238.05877	257912136.733292
PDXDC1	292252565.867928	108339508.768711
SEC24B	263595805.082297	17677523.781002
PSMC2	80377352.3451974	16892286.5789275
PCBP2	844750980.718787	1950543502.18226
ABL2	66519767.7771742	138108329.656703
CALR	9815339.89944824	126432977.073073
OAS3	42171599.5231486	454609544.086939
RAD21	7881664.15672922	687899302.898247
CUL2	2373134.77179652	430409336.389974
NOC4L	115453740.24146	1033424821.86481
PTK2	4107884.98803995	89457504.9079531
IQGAP2	20768212.9686644	8467711.02379608
CHD2	0	614915961.448633
MYO9B	9178800.93439379	34344156.1222193
PPP4R3B	267121464.019027	193041540.115625
RCN3	35200545.815008	15549470.8125935
EIF4A3	108298065.547388	595586480.240438
SECISBP2L	718071323.743386	129728074.486394
DDX19A	82365929.0314296	381461979.607396
CLSPN	47323418.5427686	571229461.575617
COPS6	1044828309.37635	281739012.919609
SYNJ2	67743948.9701906	20815635.7256636
HINT1	516967893.18894	62825303.4476178
PHF3	72268720.926513	92169582.021531
CSTF1	4476956863.37601	97130460.6860579
EMD	269984787.43212	0
SREBF2	2188967929.62461	82033936.2778239
ESPL1	644872704.177048	36773884.5671039
AHSA1	24706045.1459923	841913110.507648
ATP6V0D1	9403281.40126413	99828327.1012123
ZMYND11	358231643.440264	43623743.9142309
RBMXL1	2946526.06611768	0
ERN1	129796655.484175	150880351.165226
SRCAP	311781627.398454	890034972.105258
ODF2	1220245.38984409	141928743.194141
DOCK5	16722779.7262799	463774961.540287
MYO5A	12688812.5563143	44404976.5851809
SHMT1	477069005.309264	954799401.338953
CHD7	435361220.86324	38418038.6604769
EEA1	15437563.7478916	68858340.6609325
TM9SF4	12797861.0121141	47749783.805434
POLRMT	79137000.5873583	73171947.4291337
EIF2AK1	62747704.6268753	109755193.271321
PRMT5	30961295.1104541	57586290.2520567
GBP5	12107516.6511829	26018063.8734571
FHL2	1180579451.20106	26220760105.862
CHD6	2629750.59308509	56246571.0706215
THOC2	27091153.1929662	195788086.378322
AGL	32611821.7783653	235965592.52952
MID1	79041991.2549566	1645890.79751933
CTSD	196906566.394107	692121241.241432
FAM120A	170791132.916868	175659321.740759
SIPA1L1	2996889223.52994	64513908.2459484
PPP4C	115052606.330892	12033044041.7987
PYGB	375528368.371636	92141292.9711085
GNAI2	62479115.9512252	166313302.873784
TNPO3	134048002.186473	56577530.9339418
TRAM2	6347795.63720481	114675349.710496
ABCD3	43614595.1298475	390503645.837386
CCAR1	17696451.548438	159207679.863596
DES	2403231.59459536	136333969.239653
MICAL3	11225349.6348407	24506530.7063895
DENND5B	729032.668994883	60999790.3874784
NFE2L2	2551648795.03143	250561677.89375
ELAVL1	893532697.636086	251937147.175769
ZNF644	39374670.433166	84504269.2853826
LPCAT1	1181634.30382948	111188390.418062
TMBIM6	13678327.9135746	44666296.0539298
SCRIB	129553421.871443	36402462.1572096
STAT2	25850829.9555882	206363149.848551
DENND4C	59508212.2932696	361719805.297798
CHD1L	302896938.698839	173060368.889201
CREB3L2	55078181.1674363	301405638.910577
SHPRH	8070595.51889202	77698058.4821451
CAND1	109620075.91636	21138135.5131283
FMNL3	556392137.479424	80471391.0810757
GSPT1	0	0
NFKBIA	3064468097.49738	18129168.899595
NOL6	97025355.1241812	175897138.276621
SF3A3	51987127.1546659	355140241.796703
SAMD9L	1686455.65408682	16452963.0833629
ATP1A1	31741534.2909244	193997411.299162
TRIM16	277198779.16998	262844713.949894
VPS18	705380877.660688	37717274.3968125
RLF	153694304.043548	137471721.158989
RPTOR	333474085.244247	139354819.466757
RIPOR1	172862117.501318	332127117.3888
SEPTIN7	247557202.673084	30203927520.1913
CLASP1	13754513.6574695	603468817.167117
CEP170	906426036.100394	181732412.239644
IPO4	14234830.9731044	393147897.451657
SLC38A10	742408614.434758	195722984.183449
HSPB1	4019318326.72771	600553458.795664
IBTK	47677871.9949972	142879444.42648
ANO6	182392568.229262	2044809164.29623
SLC1A5	24981881.5753052	187219060.889216
RPL13A	409240888.754418	271972918.096739
NOP58	26503688.9020601	1901826681.88523
H2AC20	46046074.2725053	3157285.16504328
